"Activity" "Measurement" "Mean Value"
"WALKING_UPSTAIRS" "fBodyBodyAccJerkMag_mean" -0.353961999926425
"WALKING_UPSTAIRS" "fBodyBodyAccJerkMag_std" -0.434206731972435
"WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag_mean" -0.658694456439443
"WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag_meanFreq" 0.094112452115136
"WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag_std" -0.703083532121114
"WALKING_UPSTAIRS" "fBodyBodyGyroMag_mean" -0.449781382648834
"WALKING_UPSTAIRS" "fBodyBodyGyroMag_std" -0.381406363802979
"WALKING_UPSTAIRS" "fBodyGyro_mean_X" -0.394248174023122
"WALKING_UPSTAIRS" "fBodyGyro_mean_Y" -0.45925346898967
"WALKING_UPSTAIRS" "fBodyGyro_mean_Z" -0.296857721646179
"WALKING_UPSTAIRS" "fBodyGyro_meanFreq_X" -0.212837257343873
"WALKING_UPSTAIRS" "fBodyGyro_meanFreq_Y" -0.319518692055149
"WALKING_UPSTAIRS" "fBodyGyro_meanFreq_Z" -0.26034110185728
"WALKING_UPSTAIRS" "fBodyGyro_std_X" -0.49525397668763
"WALKING_UPSTAIRS" "fBodyGyro_std_Y" -0.29318182767215
"WALKING_UPSTAIRS" "fBodyGyro_std_Z" -0.292041341940868
"WALKING_UPSTAIRS" "tBodyAcc_mean_X" 0.26229464948342
"WALKING_UPSTAIRS" "tBodyAcc_mean_Y" -0.0259232890342181
"WALKING_UPSTAIRS" "tBodyAcc_mean_Z" -0.120537934670272
"WALKING_UPSTAIRS" "tBodyAcc_std_X" -0.237989747950635
"WALKING_UPSTAIRS" "tBodyAcc_std_Y" -0.0160325123253303
"WALKING_UPSTAIRS" "tBodyAcc_std_Z" -0.175449700484728
"WALKING_UPSTAIRS" "tBodyAccJerk_mean_X" 0.0767293215286917
"WALKING_UPSTAIRS" "tBodyAccJerk_mean_Y" 0.00875888964679404
"WALKING_UPSTAIRS" "tBodyAccJerk_mean_Z" -0.00600953398545337
"WALKING_UPSTAIRS" "tBodyAccJerk_std_X" -0.360863432417876
"WALKING_UPSTAIRS" "tBodyAccJerk_std_Y" -0.339226496686328
"WALKING_UPSTAIRS" "tBodyAccJerk_std_Z" -0.627063649764249
"WALKING_UPSTAIRS" "tBodyAccJerkMag_mean" -0.390938624541516
"WALKING_UPSTAIRS" "tBodyAccJerkMag_std" -0.385400351575259
"WALKING_UPSTAIRS" "tBodyAccMag_mean" -0.100204123946392
"WALKING_UPSTAIRS" "tBodyAccMag_std" -0.249875157023391
"WALKING_UPSTAIRS" "tBodyGyro_mean_X" 0.00682449600215674
"WALKING_UPSTAIRS" "tBodyGyro_mean_Y" -0.0885225289752966
"WALKING_UPSTAIRS" "tBodyGyro_mean_Z" 0.0598938080367487
"WALKING_UPSTAIRS" "tBodyGyro_std_X" -0.46760713827921
"WALKING_UPSTAIRS" "tBodyGyro_std_Y" -0.344231806672079
"WALKING_UPSTAIRS" "tBodyGyro_std_Z" -0.237136760675842
"WALKING_UPSTAIRS" "tBodyGyroJerk_mean_X" -0.112117464583562
"WALKING_UPSTAIRS" "tBodyGyroJerk_mean_Y" -0.0386192672141386
"WALKING_UPSTAIRS" "tBodyGyroJerk_mean_Z" -0.0525810278118912
"WALKING_UPSTAIRS" "tBodyGyroJerk_std_X" -0.553132758357837
"WALKING_UPSTAIRS" "tBodyGyroJerk_std_Y" -0.667339157124352
"WALKING_UPSTAIRS" "tBodyGyroJerk_std_Z" -0.560989210937073
"WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean" -0.608047148013666
"WALKING_UPSTAIRS" "tBodyGyroJerkMag_std" -0.666836734071891
"WALKING_UPSTAIRS" "tBodyGyroMag_mean" -0.178281147518361
"WALKING_UPSTAIRS" "tBodyGyroMag_std" -0.337142124176179
"WALKING_UPSTAIRS" "tGravityAcc_mean_X" 0.875003375958549
"WALKING_UPSTAIRS" "tGravityAcc_mean_Y" -0.281377193548575
"WALKING_UPSTAIRS" "tGravityAcc_mean_Z" -0.14079566587547
"WALKING_UPSTAIRS" "tGravityAcc_std_X" -0.948191332253886
"WALKING_UPSTAIRS" "tGravityAcc_std_Y" -0.925549271962435
"WALKING_UPSTAIRS" "tGravityAcc_std_Z" -0.901905618180052
